Prompt,IsFood,Cuisine Type,Cuisine Region,Dish Name
Can you make my Rajma Chawal with a side of papadum (thin and crispy Indian cracker)?,Yes,Indian,North India,Rajma chawal
Please make my Rajma Chawal with a generous serving of tangy tomato chutney.,Yes,Indian,North India,Rajma chawal
"Can you make my Rajma Chawal with a variety of spices, like cinnamon and cardamom?",Yes,Indian,North India,Rajma chawal
Please make my Rajma Chawal with a touch of grated ginger for added flavor.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a side of mixed vegetable raita?,Yes,Indian,North India,Rajma chawal
I'd like to order Rajma Chawal with a sprinkle of roasted cumin seeds.,Yes,Indian,North India,Rajma chawal
"Can I have a serving of Kulcha, please?",Yes,Indian,North India, Kulche
"I'd like to order Kulcha, please.",Yes,Indian,North India, Kulche
"May I have Kulcha, please?",Yes,Indian,North India, Kulche
Can you bring me some Kulcha?,Yes,Indian,North India, Kulche
I'm craving Kulcha. Can you please bring me a serving?,Yes,Indian,North India, Kulche
I'd love to try your Kulcha. Please bring me a plate.,Yes,Indian,North India, Kulche
"One order of Kulcha, please.",Yes,Indian,North India, Kulche
"Can you make my Kulcha extra fluffy, please?",Yes,Indian,North India, Kulche
I want to enjoy the authentic flavors of Kulcha. Please bring me a serving.,Yes,Indian,North India, Kulche
I'm in the mood for some Kulcha. Please bring me a plate.,Yes,Indian,North India, Kulche
Please prepare my Kulcha with a generous amount of butter.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a side of tangy tamarind chutney?,Yes,Indian,North India, Kulche
I'd like to order Kulcha with a sprinkle of chopped onions on top.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a mix of aromatic spices like cumin and coriander?,Yes,Indian,North India, Kulche
I want to savor the soft and fluffy texture of Kulcha. Please bring me a serving.,Yes,Indian,North India, Kulche
"Can I have Kulcha without any added spice, please?",Yes,Indian,North India, Kulche
Please make my Kulcha with a side of pickle for extra flavor.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a touch of garlic and cilantro?,Yes,Indian,North India, Kulche
I have dietary restrictions. Can you prepare a vegan version of Kulcha?,Yes,Indian,North India, Kulche
Please make my Kulcha with a variety of fillings like potato or paneer.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a side of mint chutney?,Yes,Indian,North India, Kulche
"Please make my Kulcha with a balance of flavors, not too spicy but with a hint of warmth.",Yes,Indian,North India, Kulche
Can you make my Kulcha with a side of raita (yogurt sauce)?,Yes,Indian,North India, Kulche
I'd like to order Kulcha with a dollop of yogurt on top.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a flaky and crispy outer layer?,Yes,Indian,North India, Kulche
Please make my Kulcha with a side of pickled onions.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a touch of ajwain (carom seeds) for added flavor?,Yes,Indian,North India, Kulche
Please make my Kulcha with a side of spicy green chutney.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a mix of different spices like turmeric and red chili?,Yes,Indian,North India, Kulche
I'd like to order Kulcha with a sprinkle of fresh cilantro leaves.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a side of chole (spiced chickpeas)?,Yes,Indian,North India, Kulche
Please make my Kulcha with a generous serving of melted butter on top.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a variety of fillings like onion or cheese?,Yes,Indian,North India, Kulche
Please make my Kulcha with a touch of kasuri methi (dried fenugreek leaves) for added aroma.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a side of chutney powder?,Yes,Indian,North India, Kulche
I'd like to order Kulcha with a sprinkle of roasted cumin seeds.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a mix of different flours like whole wheat and all-purpose flour?,Yes,Indian,North India, Kulche
Please make my Kulcha with a side of spiced yogurt dip.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a touch of nigella seeds (kalonji)?,Yes,Indian,North India, Kulche
I'd like to order Kulcha with a side of tangy tomato chutney.,Yes,Indian,North India, Kulche
Can you make my Kulcha with a variety of fillings like spinach or mushroom?,Yes,Indian,North India, Kulche
"Please make my Kulcha with a balance of flavors, not too spicy but with a hint of tanginess.",Yes,Indian,North India, Kulche
,Yes,Indian,North India,Chole Bhature
"Can I have a plate of Chole Bhature, please?",Yes,Indian,North India,Chole Bhature
"I'd like to order Chole Bhature, please.",Yes,Indian,North India,Chole Bhature
"May I have Chole Bhature, please?",Yes,Indian,North India,Chole Bhature
Can you bring me some Chole Bhature?,Yes,Indian,North India,Chole Bhature
I'm craving Chole Bhature. Can you please bring me a plate?,Yes,Indian,North India,Chole Bhature
I'd love to try your Chole Bhature. Please bring me a serving.,Yes,Indian,North India,Chole Bhature
"One order of Chole Bhature, please.",Yes,Indian,North India,Chole Bhature
"Can you make my Chole Bhature extra spicy, please?",Yes,Indian,North India,Chole Bhature
I want to enjoy the authentic flavors of Chole Bhature. Please bring me a plate.,Yes,Indian,North India,Chole Bhature
I'm in the mood for some Chole Bhature. Please bring me a serving.,Yes,Indian,North India,Chole Bhature
Please prepare my Chole Bhature with a generous serving of chole (spiced chickpeas).,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a side of tangy tamarind chutney?,Yes,Indian,North India,Chole Bhature
I'd like to order Chole Bhature with a sprinkle of chopped onions on top.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a mix of aromatic spices like cumin and coriander?,Yes,Indian,North India,Chole Bhature
I want to savor the combination of fluffy bhature and flavorful chole. Please bring me a plate.,Yes,Indian,North India,Chole Bhature
"Can I have Chole Bhature without any added spice, please?",Yes,Indian,North India,Chole Bhature
Please make my Chole Bhature with a side of pickle for extra tanginess.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a touch of garlic and ginger?,Yes,Indian,North India,Chole Bhature
I have dietary restrictions. Can you prepare a vegan version of Chole Bhature?,Yes,Indian,North India,Chole Bhature
"Please make my Chole Bhature with a variety of spices, like turmeric and garam masala.",Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a side of mint chutney?,Yes,Indian,North India,Chole Bhature
"Please make my Chole Bhature with a balance of flavors, not too spicy but with a hint of heat.",Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a side of raita (yogurt sauce)?,Yes,Indian,North India,Chole Bhature
I'd like to order Chole Bhature with a dollop of fresh yogurt on top.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with soft and fluffy bhature bread?,Yes,Indian,North India,Chole Bhature
Please make my Chole Bhature with a side of crispy fried bhature.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a touch of ajwain (carom seeds) for added flavor?,Yes,Indian,North India,Chole Bhature
Please make my Chole Bhature with a side of spicy green chutney.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a mix of different spices like fennel and cinnamon?,Yes,Indian,North India,Chole Bhature
I'd like to order Chole Bhature with a sprinkle of fresh coriander leaves.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a side of lassi (yogurt drink)?,Yes,Indian,North India,Chole Bhature
Please make my Chole Bhature with a generous serving of pickled onions on the side.,Yes,Indian,North India,Chole Bhature
"Can you make my Chole Bhature with a variety of chole options, like paneer or mushroom?",Yes,Indian,North India,Chole Bhature
Please make my Chole Bhature with a touch of kasuri methi (dried fenugreek leaves) for added aroma.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a side of chutney powder?,Yes,Indian,North India,Chole Bhature
I'd like to order Chole Bhature with a sprinkle of roasted cumin seeds.,Yes,Indian,North India,Chole Bhature
Can you make my Chole Bhature with a mix of different flours like wheat and semolina?,Yes,Indian,North India,Chole Bhature
"I would like to order  Manchurian, please.",Yes,Indian,West India ,Batata Vada
 provide such  list of Food ordering Text of Manchurian ,Yes,Indian,West India ,Batata Vada
"Can I have a plate of Batata Vada, please?",Yes,Indian,West India ,Batata Vada
"I'd like to order Batata Vada, please.",Yes,Indian,West India ,Batata Vada
"May I have Batata Vada, please?",Yes,Indian,West India ,Batata Vada
Can you bring me some Batata Vada?,Yes,Indian,West India ,Batata Vada
I'm craving Batata Vada. Can you please bring me a plate?,Yes,Indian,West India ,Batata Vada
I'd love to try your Batata Vada. Please bring me a serving.,Yes,Indian,West India ,Batata Vada
"One order of Batata Vada, please.",Yes,Indian,West India ,Batata Vada
"Can you make my Batata Vada extra crispy, please?",Yes,Indian,West India ,Batata Vada
I want to enjoy the authentic flavors of Batata Vada. Please bring me a plate.,Yes,Indian,West India ,Batata Vada
I'm in the mood for some Batata Vada. Please bring me a serving.,Yes,Indian,West India ,Batata Vada
Please prepare my Batata Vada with a generous filling of spiced mashed potatoes.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a side of tangy tamarind chutney?,Yes,Indian,West India ,Batata Vada
I'd like to order Batata Vada with a sprinkle of chopped onions on top.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a mix of aromatic spices like cumin and coriander?,Yes,Indian,West India ,Batata Vada
I want to savor the crispy exterior and flavorful potato filling of Batata Vada. Please bring me a plate.,Yes,Indian,West India ,Batata Vada
"Can I have Batata Vada without any added spice, please?",Yes,Indian,West India ,Batata Vada
Please make my Batata Vada with a side of mint chutney for added freshness.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a touch of garlic and ginger in the potato mixture?,Yes,Indian,West India ,Batata Vada
I have dietary restrictions. Can you prepare a gluten-free version of Batata Vada?,Yes,Indian,West India ,Batata Vada
"Please make my Batata Vada with a variety of spices, like turmeric and red chili powder.",Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a side of yogurt dip?,Yes,Indian,West India ,Batata Vada
"Please make my Batata Vada with a balance of flavors, not too spicy but with a hint of tanginess.",Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a side of tomato ketchup?,Yes,Indian,West India ,Batata Vada
I'd like to order Batata Vada with a sprinkle of fresh cilantro leaves.,Yes,Indian,West India ,Batata Vada
"Can you make my Batata Vada with a mix of different flours for the batter, like chickpea flour and rice flour?",Yes,Indian,West India ,Batata Vada
Please make my Batata Vada with a side of green chili sauce for some extra heat.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a touch of mustard seeds for added flavor?,Yes,Indian,West India ,Batata Vada
Please make my Batata Vada with a side of sweet and spicy chutney.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a mix of different spices like fennel and cinnamon?,Yes,Indian,West India ,Batata Vada
I'd like to order Batata Vada with a sprinkle of chaat masala.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a side of crunchy fried green chilies?,Yes,Indian,West India ,Batata Vada
Please make my Batata Vada with a generous serving of sev (crispy chickpea noodles) on top.,Yes,Indian,West India ,Batata Vada
"Can you make my Batata Vada with a variety of chutneys, like coconut chutney and garlic chutney?",Yes,Indian,West India ,Batata Vada
Please make my Batata Vada with a touch of curry leaves for added aroma.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a side of sambar (lentil soup)?,Yes,Indian,West India ,Batata Vada
I'd like to order Batata Vada with a sprinkle of roasted cumin seeds.,Yes,Indian,West India ,Batata Vada
Can you make my Batata Vada with a mix of different flours like gram flour and wheat flour?,Yes,Indian,West India ,Batata Vada
"Can I have a serving of Poha, please?",Yes,Indian,West India ,Poha
"I'd like to order Poha, please.",Yes,Indian,West India ,Poha
"May I have Poha, please?",Yes,Indian,West India ,Poha
Can you bring me some Poha?,Yes,Indian,West India ,Poha
I'm craving Poha. Can you please bring me a serving?,Yes,Indian,West India ,Poha
I'd love to try your Poha. Please bring me a plate.,Yes,Indian,West India ,Poha
"One order of Poha, please.",Yes,Indian,West India ,Poha
"Can you make my Poha extra spicy, please?",Yes,Indian,West India ,Poha
I want to enjoy the authentic flavors of Poha. Please bring me a serving.,Yes,Indian,West India ,Poha
I'm in the mood for some Poha. Please bring me a plate.,Yes,Indian,West India ,Poha
Please prepare my Poha with a generous serving of flattened rice.,Yes,Indian,West India ,Poha
Can you make my Poha with a side of tangy tamarind chutney?,Yes,Indian,West India ,Poha
I'd like to order Poha with a sprinkle of chopped onions on top.,Yes,Indian,West India ,Poha
Can you make my Poha with a mix of aromatic spices like turmeric and cumin?,Yes,Indian,West India ,Poha
I want to savor the flavors of Chole Poha. Please bring me a plate.,Yes,Indian,West India ,Poha
"Can I have Poha without any added spice, please?",Yes,Indian,West India ,Poha
Please make my Poha with a side of mint chutney for added freshness.,Yes,Indian,West India ,Poha
Can you make my Poha with a touch of mustard seeds and curry leaves?,Yes,Indian,West India ,Poha
I have dietary restrictions. Can you prepare a gluten-free version of Poha?,Yes,Indian,West India ,Poha
"Please make my Poha with a variety of spices, like coriander and red chili powder.",Yes,Indian,West India ,Poha
Can you make my Poha with a side of yogurt for a creamy touch?,Yes,Indian,West India ,Poha
"Please make my Poha with a balance of flavors, not too spicy but with a hint of tanginess.",Yes,Indian,West India ,Poha
Can you make my Poha with a side of roasted peanuts for added crunch?,Yes,Indian,West India ,Poha
I'd like to order Chole Poha with a sprinkle of fresh cilantro leaves.,Yes,Indian,West India ,Poha
"Can you make my Poha with a mix of different vegetables, like peas and carrots?",Yes,Indian,West India ,Poha
Please make my Poha with a side of tomato ketchup for some extra tanginess.,Yes,Indian,West India ,Poha
Can you make my Poha with a touch of ghee (clarified butter) for added richness?,Yes,Indian,West India ,Poha
Please make my Poha with a side of roasted papad (thin crispy disc).,Yes,Indian,West India ,Poha
Can you make my Poha with a mix of different spices like fennel and cinnamon?,Yes,Indian,West India ,Poha
I'd like to order Poha with a sprinkle of chaat masala.,Yes,Indian,West India ,Poha
Can you make my Poha with a side of lemon wedges for a citrusy kick?,Yes,Indian,West India ,Poha
Please make my Poha with a generous serving of sev (crispy chickpea noodles) on top.,Yes,Indian,West India ,Poha
"Can you make my Poha with a variety of chutneys, like coconut chutney and garlic chutney?",Yes,Indian,West India ,Poha
Please make my Poha with a touch of sugar for a hint of sweetness.,Yes,Indian,West India ,Poha
Can you make my Poha with a side of sambar (lentil soup)?,Yes,Indian,West India ,Poha
I'd like to order Poha with a sprinkle of roasted cumin seeds.,Yes,Indian,West India ,Poha
Can you make my Poha with a mix of different flours like gram flour and rice flour?,Yes,Indian,West India ,Poha
Please make my Poha with a side of spicy green chilies for some extra heat.,Yes,Indian,West India ,Poha
Can you make my Poha with a touch of turmeric for a vibrant yellow color?,Yes,Indian,West India ,Poha
I'd like to order Poha with a sprinkle of grated coconut on top.,Yes,Indian,West India ,Poha
"Can I have a serving of Sabudana Khichdi, please?",Yes,Indian,West India ,Sabudana
"I'd like to order Sabudana Khichdi, please.",Yes,Indian,West India ,Sabudana
"May I have Sabudana Khichdi, please?",Yes,Indian,West India ,Sabudana
Can you bring me some Sabudana Khichdi?,Yes,Indian,West India ,Sabudana
I'm craving Sabudana Khichdi. Can you please bring me a serving?,Yes,Indian,West India ,Sabudana
I'd love to try your Sabudana Khichdi. Please bring me a plate.,Yes,Indian,West India ,Sabudana
"One order of Sabudana Khichdi, please.",Yes,Indian,West India ,Sabudana
"Can you make my Sabudana Khichdi extra spicy, please?",Yes,Indian,West India ,Sabudana
I want to enjoy the authentic flavors of Sabudana Khichdi. Please bring me a serving.,Yes,Indian,West India ,Sabudana
I'm in the mood for some Sabudana Khichdi. Please bring me a plate.,Yes,Indian,West India ,Sabudana
Please prepare my Sabudana Khichdi with a generous serving of soaked sabudana (tapioca pearls).,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a side of tangy tamarind chutney?,Yes,Indian,West India ,Sabudana
I'd like to order Sabudana Khichdi with a sprinkle of roasted peanuts on top.,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a mix of aromatic spices like cumin and coriander?,Yes,Indian,West India ,Sabudana
I want to savor the flavors of Chole Sabudana Khichdi. Please bring me a plate.,Yes,Indian,West India ,Sabudana
"Can I have Sabudana Khichdi without any added spice, please?",Yes,Indian,West India ,Sabudana
Please make my Sabudana Khichdi with a side of mint chutney for added freshness.,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a touch of ghee (clarified butter) for added richness?,Yes,Indian,West India ,Sabudana
I have dietary restrictions. Can you prepare a gluten-free version of Sabudana Khichdi?,Yes,Indian,West India ,Sabudana
"Please make my Sabudana Khichdi with a variety of spices, like turmeric and red chili powder.",Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a side of yogurt for a creamy touch?,Yes,Indian,West India ,Sabudana
"Please make my Sabudana Khichdi with a balance of flavors, not too spicy but with a hint of tanginess.",Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a side of crispy fried potato cubes?,Yes,Indian,West India ,Sabudana
I'd like to order Chole Sabudana Khichdi with a sprinkle of fresh cilantro leaves.,Yes,Indian,West India ,Sabudana
"Can you make my Sabudana Khichdi with a mix of different vegetables, like peas and carrots?",Yes,Indian,West India ,Sabudana
Please make my Sabudana Khichdi with a side of tomato ketchup for some extra tanginess.,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a touch of grated coconut for a hint of sweetness?,Yes,Indian,West India ,Sabudana
Please make my Sabudana Khichdi with a side of roasted papad (thin crispy disc).,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a mix of different spices like fennel and cinnamon?,Yes,Indian,West India ,Sabudana
I'd like to order Sabudana Khichdi with a sprinkle of chaat masala.,Yes,Indian,West India ,Sabudana
Can you make my Sabudana Khichdi with a side of roasted cumin seeds for added aroma?,Yes,Indian,West India ,Sabudana
Please make my Sabudana Khichdi with a generous serving of roasted cashews on top.,Yes,Indian,West India ,Sabudana
"Can you make my Sabudana Khichdi with a variety of chutneys, like mint chutney and date chutney?",Yes,Indian,West India ,Sabudana
"Can I have a serving of Misal Pav, please?",Yes,Indian,West India ,Misal Pav
"I'd like to order Misal Pav, please.",Yes,Indian,West India ,Misal Pav
"May I have Misal Pav, please?",Yes,Indian,West India ,Misal Pav
Can you bring me some Misal Pav?,Yes,Indian,West India ,Misal Pav
I'm craving Misal Pav. Can you please bring me a serving?,Yes,Indian,West India ,Misal Pav
I'd love to try your Misal Pav. Please bring me a plate.,Yes,Indian,West India ,Misal Pav
"One order of Misal Pav, please.",Yes,Indian,West India ,Misal Pav
"Can you make my Misal Pav extra spicy, please?",Yes,Indian,West India ,Misal Pav
I want to enjoy the authentic flavors of Misal Pav. Please bring me a serving.,Yes,Indian,West India ,Misal Pav
I'm in the mood for some Misal Pav. Please bring me a plate.,Yes,Indian,West India ,Misal Pav
Please prepare my Misal Pav with a generous serving of sprouted lentils.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a side of chopped onions and cilantro?,Yes,Indian,West India ,Misal Pav
I'd like to order Misal Pav with a sprinkle of farsan (crispy snack mix) on top.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a mix of aromatic spices like cumin and coriander?,Yes,Indian,West India ,Misal Pav
I want to savor the flavors of Chole Misal Pav. Please bring me a plate.,Yes,Indian,West India ,Misal Pav
"Can I have Misal Pav without any added spice, please?",Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a side of lemon wedges for a citrusy kick.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a touch of ghee (clarified butter) for added richness?,Yes,Indian,West India ,Misal Pav
I have dietary restrictions. Can you prepare a gluten-free version of Misal Pav?,Yes,Indian,West India ,Misal Pav
"Please make my Misal Pav with a variety of spices, like turmeric and red chili powder.",Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a side of yogurt for a creamy touch?,Yes,Indian,West India ,Misal Pav
"Please make my Misal Pav with a balance of flavors, not too spicy but with a hint of tanginess.",Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a side of crispy sev (chickpea noodles)?,Yes,Indian,West India ,Misal Pav
I'd like to order Chole Misal Pav with a sprinkle of fresh cilantro leaves.,Yes,Indian,West India ,Misal Pav
"Can you make my Misal Pav with a mix of different sprouts, like mung beans and chickpeas?",Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a side of pav (soft bread rolls).,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a touch of tamarind chutney for some extra sweetness?,Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a side of chopped tomatoes and green chilies.,Yes,Indian,West India ,Misal Pav
"Can you make my Misal Pav with a mix of different lentils, like black gram and pigeon peas?",Yes,Indian,West India ,Misal Pav
I'd like to order Misal Pav with a sprinkle of chaat masala.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a side of roasted peanuts for added crunch?,Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a generous serving of spicy gravy.,Yes,Indian,West India ,Misal Pav
"Can you make my Misal Pav with a variety of chutneys, like mint chutney and garlic chutney?",Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a touch of jaggery for a hint of sweetness.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a side of fried potato cubes?,Yes,Indian,West India ,Misal Pav
I'd like to order Misal Pav with a sprinkle of roasted cumin seeds.,Yes,Indian,West India ,Misal Pav
Can you make my Misal Pav with a mix of different spices like fennel and cinnamon?,Yes,Indian,West India ,Misal Pav
Please make my Misal Pav with a side of yogurt for a cooling effect.,Yes,Indian,West India ,Misal Pav
"Can I have a plate of Pav Bhaji, please?",Yes,Indian,West India ,Pav Bhaji
"I'd like to order Pav Bhaji, please.",Yes,Indian,West India ,Pav Bhaji
"May I have Pav Bhaji, please?",Yes,Indian,West India ,Pav Bhaji
Can you bring me some Pav Bhaji?,Yes,Indian,West India ,Pav Bhaji
I'm craving Pav Bhaji. Can you please bring me a plate?,Yes,Indian,West India ,Pav Bhaji
I'd love to try your Pav Bhaji. Please bring me a serving.,Yes,Indian,West India ,Pav Bhaji
"One order of Pav Bhaji, please.",Yes,Indian,West India ,Pav Bhaji
"Can you make my Pav Bhaji extra spicy, please?",Yes,Indian,West India ,Pav Bhaji
I want to enjoy the authentic flavors of Chole Pav Bhaji. Please bring me a plate.,Yes,Indian,West India ,Pav Bhaji
I'm in the mood for some Pav Bhaji. Please bring me a plate.,Yes,Indian,West India ,Pav Bhaji
Please prepare my Pav Bhaji with a generous serving of butter.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a side of chopped onions and lemon wedges?,Yes,Indian,West India ,Pav Bhaji
I'd like to order Pav Bhaji with a sprinkle of fresh coriander leaves.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a mix of aromatic spices like cumin and coriander?,Yes,Indian,West India ,Pav Bhaji
I want to savor the flavors of Chole Pav Bhaji. Please bring me a plate.,Yes,Indian,West India ,Pav Bhaji
"Can I have Pav Bhaji without any added spice, please?",Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a side of pav (soft bread rolls).,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a touch of ghee (clarified butter) for added richness?,Yes,Indian,West India ,Pav Bhaji
I have dietary restrictions. Can you prepare a gluten-free version of Pav Bhaji?,Yes,Indian,West India ,Pav Bhaji
"Please make my Pav Bhaji with a variety of vegetables, like potatoes, peas, and cauliflower.",Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a side of chopped tomatoes and green chilies?,Yes,Indian,West India ,Pav Bhaji
I'd like to order Chole Pav Bhaji with a sprinkle of farsan (crispy snack mix) on top.,Yes,Indian,West India ,Pav Bhaji
"Can you make my Pav Bhaji with a mix of different spices, like turmeric and red chili powder?",Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a side of chopped coriander and mint leaves.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a touch of tamarind chutney for some extra tanginess?,Yes,Indian,West India ,Pav Bhaji
I'd like to order Pav Bhaji with a sprinkle of chaat masala.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a side of chopped capsicum (bell pepper) for added crunch?,Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a generous serving of spicy bhaji.,Yes,Indian,West India ,Pav Bhaji
"Can you make my Pav Bhaji with a variety of chutneys, like mint chutney and garlic chutney?",Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a touch of jaggery for a hint of sweetness.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a side of crispy papad (thin lentil crackers)?,Yes,Indian,West India ,Pav Bhaji
I'd like to order Chole Pav Bhaji with a sprinkle of chopped onions for added texture.,Yes,Indian,West India ,Pav Bhaji
"Can you make my Pav Bhaji with a mix of different vegetables, like carrots and beans?",Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a side of crunchy masala pav (spiced bread).,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a touch of coconut for a tropical twist?,Yes,Indian,West India ,Pav Bhaji
I'd like to order Pav Bhaji with a drizzle of tangy lemon juice.,Yes,Indian,West India ,Pav Bhaji
Can you make my Pav Bhaji with a mix of crunchy sev (chickpea noodles) and chopped cilantro?,Yes,Indian,West India ,Pav Bhaji
Please make my Pav Bhaji with a generous serving of melted cheese on top.,Yes,Indian,West India ,Pav Bhaji
"Can I have a bowl of Shrikhand, please?",Yes,Indian,West India ,Shrikhand
"I'd like to order Shrikhand, please.",Yes,Indian,West India ,Shrikhand
"May I have Shrikhand, please?",Yes,Indian,West India ,Shrikhand
Can you bring me some Shrikhand?,Yes,Indian,West India ,Shrikhand
I'm craving Shrikhand. Can you please bring me a bowl?,Yes,Indian,West India ,Shrikhand
I'd love to try your Shrikhand. Please bring me a serving.,Yes,Indian,West India ,Shrikhand
"One order of Shrikhand, please.",Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand extra creamy, please?",Yes,Indian,West India ,Shrikhand
I want to enjoy the authentic flavors of Chole Shrikhand. Please bring me a bowl.,Yes,Indian,West India ,Shrikhand
I'm in the mood for some Shrikhand. Please bring me a bowl.,Yes,Indian,West India ,Shrikhand
Please prepare my Shrikhand with a garnish of saffron strands and chopped pistachios.,Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a side of crunchy almond flakes?,Yes,Indian,West India ,Shrikhand
I'd like to order Shrikhand with a sprinkle of cardamom powder on top.,Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a touch of rose water for a floral aroma?,Yes,Indian,West India ,Shrikhand
I want to savor the flavors of Chole Shrikhand. Please bring me a bowl.,Yes,Indian,West India ,Shrikhand
"Can I have Shrikhand without any added sugar, please?",Yes,Indian,West India ,Shrikhand
Please make my Shrikhand with a side of sweet mango pulp.,Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a dollop of whipped cream on top?,Yes,Indian,West India ,Shrikhand
I have dietary restrictions. Can you prepare a vegan version of Shrikhand?,Yes,Indian,West India ,Shrikhand
"Please make my Shrikhand with a variety of nuts, like cashews and raisins.",Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a side of freshly grated coconut?,Yes,Indian,West India ,Shrikhand
I'd like to order Chole Shrikhand with a sprinkle of edible rose petals.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a mix of different flavors, like saffron and cardamom?",Yes,Indian,West India ,Shrikhand
"Please make my Shrikhand with a side of chopped fresh fruits, like strawberries and kiwi.",Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a touch of honey for a natural sweetness?,Yes,Indian,West India ,Shrikhand
I'd like to order Shrikhand with a sprinkle of crushed almonds for added crunch.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a mix of different spices, like nutmeg and cinnamon?",Yes,Indian,West India ,Shrikhand
Please make my Shrikhand with a side of sweetened condensed milk.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a variety of toppings, like chocolate chips and coconut flakes?",Yes,Indian,West India ,Shrikhand
Please make my Shrikhand with a touch of mango essence for a fruity flavor.,Yes,Indian,West India ,Shrikhand
